Image Name,AREA_PX,PERIMETER_PX,ROUNDNESS,ROUNDNESS2,ISOTROPY,COMPACTNESS,ECCENTRICITY,RMS,SOL,[34;38;22],[90;98;58],[90;108;48],[106;113;48],[118;127;55],[128;139;60],[146;146;74],[162;163;72],[186;182;140],[190;162;130],[182;166;133],[170;144;104],[133;114;73],Lesion_segmentation,Lesion_mask
cropped25_0_mask,22478,1436.704761,0.136846114,0.914243285,0.811724833,0.505055498,0.171918511,0.320433905,13.2140315,836,475,933,5917,7519,2663,1803,22,24,0,237,873,1176,0.05,0.03
cropped25_1_mask,26425,1787.599205,0.10391651,0.900262087,0.554273018,0.535699805,0.187789249,0.535612266,14.87716178,946,343,579,7078,9090,2936,2148,8,46,0,498,1435,1318,0.08,0.03
cropped25_2_mask,22592,1618.746391,0.108344512,0.921880424,0.679785145,0.496134926,0.151648873,0.513829828,18.13031161,861,196,557,5067,8107,3795,1885,102,20,0,221,860,921,0.05,0.03
cropped25_3_mask,22507,1679.841846,0.100228374,0.909107573,0.590373405,0.47687353,0.162461002,0.454723019,13.05211712,916,216,839,5892,7776,3392,1635,17,11,0,176,822,815,0.05,0.02
cropped25_4_mask,24528,1905.581961,0.084882221,0.884367047,0.777255554,0.481611655,0.152601671,0.3774724,15.97667971,984,579,1175,9267,7603,1913,1212,3,2,0,100,659,1031,0.03,0.02
cropped25_5_mask,20954,1351.484415,0.144163302,0.915438364,0.847092881,0.448818729,0.153076816,0.590690784,21.61539563,752,182,1005,5676,7418,2538,1584,19,9,0,157,776,838,0.05,0.02
cropped260_0_mask,24059,1588.947402,0.119748035,0.914207573,0.736258244,0.525569609,0.132399299,0.420166008,13.59923521,1015,262,272,3898,9450,3393,1978,1,161,49,411,1336,1833,0.08,0.07
cropped260_1_mask,24619,1578.327127,0.124189887,0.901408801,0.490954755,0.518087502,0.180803726,0.241871307,15.66436492,947,1326,2218,8109,5967,1187,1037,4,193,37,751,1153,1690,0.09,0.09
cropped260_2_mask,19089,1338.378859,0.133916752,0.86044904,0.502324278,0.513062409,0.216579939,0.678572955,13.84022212,772,29,0,299,5759,4731,2138,1,37,4,649,2175,2495,0.15,0.12
cropped260_3_mask,23657,1827.231673,0.089039416,0.904404091,0.66530226,0.509146866,0.188601354,0.526391401,23.39840216,923,505,956,6249,7084,1443,1742,23,249,222,895,1543,1823,0.12,0.1
cropped260_4_mask,24558,1623.349422,0.117105917,0.93248285,0.682597873,0.531282451,0.194891833,0.401669129,22.41892662,926,800,2970,8864,4750,1475,1399,1,217,44,526,1055,1531,0.08,0.07
cropped260_5_mask,24704,1626.46212,0.11735166,0.892895663,0.448691916,0.4797918,0.215342537,0.611298311,18.9384715,796,412,1603,6801,9111,2327,1372,3,75,8,194,960,1042,0.05,0.03
cropped261_0_mask,24322,1714.285497,0.104002277,0.933878218,0.648379765,0.584635354,0.133631205,0.354822895,14.16696818,1015,2621,2567,10100,4413,225,508,0,9,2,188,496,2178,0.03,0
cropped261_1_mask,23799,1667.69971,0.107530797,0.928137168,0.545783264,0.537721141,0.127792909,0.597528879,13.46090172,1011,2133,1483,9884,4421,535,608,0,0,0,57,888,2779,0.04,0.05
cropped261_2_mask,26467,1524.118974,0.143178181,0.948142346,0.698051156,0.650374739,0.10858599,0.454165667,12.36196018,1065,2464,1247,11281,4912,1090,843,2,81,23,238,660,2561,0.04,0.02
cropped261_3_mask,29226,1895.925107,0.102173175,0.927027132,0.591200374,0.603980243,0.149811984,0.458539817,24.08543762,1120,5823,3346,12045,3381,274,365,0,4,3,107,478,2280,0.02,0.03
cropped261_4_mask,25011,1618.746391,0.119945316,0.937351313,0.618170697,0.578757376,0.130416502,0.576612852,18.32509696,1066,2745,4021,11260,2954,181,365,0,1,10,83,393,1932,0.02,0.01
cropped261_5_mask,28645,1773.599205,0.114432061,0.908671215,0.759902888,0.650978342,0.148862634,0.458437579,15.90591726,1099,3883,6283,11119,3109,383,500,0,76,0,204,417,1572,0.02,0.01
cropped262_0_mask,27643,1656.846897,0.126540714,0.907859377,0.831024405,0.624361928,0.204399061,0.416927221,15.99772094,984,3269,4203,13124,3389,234,367,1,0,0,10,347,1715,0.01,0
cropped262_1_mask,27171,1402.378859,0.173614012,0.936420429,0.620675359,0.64259868,0.156994409,0.340098387,13.60509367,1093,1890,2419,16600,2759,62,238,0,0,0,10,264,1836,0.01,0
cropped262_2_mask,29574,1913.665222,0.101481763,0.919250546,0.815320397,0.629475118,0.176837064,0.605240213,15.86613241,1142,4176,3273,14810,3505,20,215,0,0,0,25,298,2110,0.01,0
cropped262_3_mask,30032,1742.469263,0.124297922,0.910697627,0.6266275,0.650973252,0.200401664,0.588899896,19.94792222,1173,7904,5460,12414,981,80,149,0,0,0,13,186,1672,0.01,0.01
cropped262_4_mask,28248,1658.871283,0.128994796,0.921373014,0.725598218,0.587264298,0.164860961,0.511628832,15.70220901,1035,7972,7138,8905,881,66,127,0,6,0,88,250,1780,0.01,0.01
cropped262_5_mask,29179,1758.770778,0.118539144,0.89895487,0.76173913,0.60854241,0.195474242,0.313297884,17.71688543,1012,2751,6615,14326,2135,55,266,0,1,0,41,288,1689,0.01,0
cropped263_0_mask,20588,1469.734198,0.119769552,0.899511023,0.78993856,0.462838901,0.133887884,0.416017092,15.61535846,829,417,521,3703,8263,1680,1730,19,4,24,311,1466,1621,0.09,0.08
cropped263_1_mask,22044,1627.214429,0.104619031,0.913404609,0.719549386,0.456142529,0.168017603,0.248475119,23.12629287,1009,1251,1307,5528,5330,1119,1676,1,13,19,392,1909,2490,0.11,0.14
cropped263_2_mask,20879,1569.994083,0.106444574,0.918780215,0.583888503,0.476602447,0.169341038,0.699377008,15.28928589,866,1484,2202,4378,4872,1117,1462,0,23,168,718,1605,1984,0.12,0.13
cropped263_3_mask,23773,1744.410388,0.098174009,0.900493444,0.482583037,0.496377341,0.158912359,0.364608495,19.73772767,1015,570,1773,8895,5799,1041,1398,8,11,53,291,1262,1657,0.07,0.07
cropped263_4_mask,19363,1567.391052,0.099043911,0.865534512,0.749483488,0.501970239,0.270632036,0.69770412,18.28358209,861,93,85,1569,7012,3083,2243,6,61,53,357,2218,1722,0.14,0.16
cropped263_5_mask,20758,1368.437734,0.139298131,0.915381211,0.797099146,0.592425583,0.152501154,0.425391422,11.85162347,885,0,3,778,6763,5628,2456,6,21,1,671,2052,1494,0.13,0.05
cropped264_0_mask,19142,1536.26111,0.101921804,0.88308141,0.641617915,0.440603061,0.207207207,0.594275076,11.98626058,818,148,154,2732,8969,2798,1848,29,2,0,236,684,724,0.05,0.01
cropped264_1_mask,18006,1362.295598,0.121922653,0.890428685,0.733975617,0.458552983,0.235068978,0.675702387,15.71831612,780,39,40,2464,7397,3326,1779,34,18,1,355,972,801,0.08,0
cropped264_2_mask,20540,1583.065151,0.10299419,0.908892247,0.503361927,0.472564132,0.173804095,0.387924879,15.2677702,831,24,59,5265,8874,2050,1321,32,3,0,242,942,897,0.06,0.01
cropped264_3_mask,21078,1659.172798,0.096217934,0.888022772,0.525440439,0.455730687,0.176503933,0.503567178,16.4030743,847,335,684,5802,7318,3084,1403,55,2,0,117,648,783,0.04,0
cropped264_4_mask,18480,1220.614357,0.155867254,0.895217189,0.678700608,0.562899787,0.266135734,0.787653366,13.31255411,775,0,0,0,1279,7390,4227,107,283,26,1530,2504,359,0.24,0.12
cropped264_5_mask,20778,1682.687517,0.092216081,0.887953503,0.418417972,0.4164679,0.162731652,0.589811273,18.61988642,786,148,442,6661,7669,2260,1257,36,1,0,84,587,847,0.03,0
cropped265_0_mask,25724,1644.327127,0.11955615,0.928328961,0.605909605,0.570250499,0.154050815,0.5279597,10.39064687,925,992,1036,9160,9596,1336,620,0,8,0,140,413,1498,0.02,0
cropped265_1_mask,24395,1593.106781,0.1207872,0.930507641,0.54022761,0.560907753,0.136522553,0.353968078,11.86489035,967,607,1002,11329,7540,629,515,0,0,0,32,296,1478,0.01,0
cropped265_2_mask,29762,1688.184992,0.131229631,0.911973606,0.561223464,0.575344584,0.158814908,0.57119024,10.80199583,999,2306,1661,11025,8853,1478,775,2,0,0,69,407,2187,0.02,0
cropped265_3_mask,28899,1395.793073,0.186402015,0.910446169,0.816627599,0.680312625,0.187805193,0.502283737,23.04079726,1321,2813,3307,12771,5405,460,423,0,0,2,39,290,2068,0.01,0.02
cropped265_4_mask,28471,1706.746391,0.122821557,0.929196655,0.463498525,0.611911107,0.131287161,0.299614616,18.61487127,1010,2049,2171,14080,6489,316,248,0,2,0,42,260,1804,0.01,0.02
cropped265_5_mask,24695,1622.86414,0.117829644,0.914669233,0.466470767,0.565504133,0.152646433,0.360987801,14.57784977,943,1941,3936,11074,4041,849,370,0,2,0,83,230,1226,0.01,0.01
cropped266_0_mask,17248,1538.520995,0.091567584,0.897018668,0.664296251,0.388669806,0.184716524,0.592699606,23.82195037,848,1016,99,1829,5327,3329,2323,64,20,0,173,902,1318,0.07,0.06
cropped266_1_mask,19467,1704.302741,0.084220033,0.929208038,0.643903394,0.423002542,0.101627875,0.407186,19.93779216,890,615,270,4651,7381,1852,1464,8,1,0,129,682,1524,0.04,0
cropped266_2_mask,22879,1847.765727,0.084207949,0.885949941,0.760711509,0.452780526,0.165534294,0.383271909,13.41474715,914,583,423,6135,7429,2244,1613,6,44,0,320,757,2411,0.05,0.02
cropped266_3_mask,19616,1731.616449,0.082208535,0.908205439,0.554691014,0.409237895,0.176395708,0.536189604,20.75061175,821,533,64,4552,6984,1846,1680,3,0,0,83,717,2333,0.04,0.06
cropped266_5_mask,17316,1569.751442,0.088307108,0.915056874,0.777021334,0.391322034,0.139488099,0.240756193,22.92099792,757,425,86,3363,5677,2058,1491,7,1,1,131,767,2552,0.05,0.04
cropped267_0_mask,22814,1654.126117,0.104778955,0.930159899,0.754041964,0.513308584,0.134900333,0.440832845,12.35912159,984,526,255,3785,12500,1281,948,1,7,0,173,762,1592,0.04,0
cropped267_1_mask,23120,1682.545381,0.102627588,0.928873,0.591501625,0.509599065,0.132961052,0.532170824,13.22703287,984,392,238,4557,10663,1980,1265,0,20,12,242,1213,1554,0.06,0.04
cropped267_2_mask,24930,1717.155554,0.106246068,0.917166309,0.527755758,0.540417507,0.173310348,0.532178474,15.92057762,1007,1002,1557,10057,6857,748,905,0,0,1,122,916,1758,0.04,0.02
cropped267_3_mask,25660,1726.469263,0.108180458,0.923013991,0.867196124,0.59668868,0.159147111,0.386754963,16.66858924,1048,1180,559,8989,8187,782,1152,0,14,0,234,975,2540,0.05,0.03
cropped267_4_mask,23934,1826.486507,0.090155498,0.936751223,0.706505548,0.540649213,0.127213589,0.295471871,21.8404362,1010,387,647,9646,8192,698,860,0,46,1,222,665,1560,0.04,0
cropped267_5_mask,28431,1653.214429,0.130720477,0.883588996,0.695672005,0.566523862,0.186716545,0.439192889,17.63089585,986,1104,1357,8095,8516,1523,2635,16,366,21,451,1393,1922,0.08,0.06
cropped268_0_mask,20660,1611.432683,0.099980625,0.911407393,0.463859858,0.47981792,0.158295052,0.394704355,11.38552759,886,76,52,4406,9011,2736,1784,30,0,0,90,697,892,0.04,0
cropped268_1_mask,21971,1617.332178,0.105550728,0.931350047,0.416226995,0.50361015,0.139635647,0.285698392,13.56861317,976,424,262,5481,8260,2310,1410,5,13,1,220,893,1716,0.05,0
cropped268_2_mask,18510,1474.236724,0.107024161,0.923844075,0.755741313,0.457149914,0.142531719,0.35305701,14.44024851,865,1318,749,4658,4599,2118,1647,10,69,0,368,778,1331,0.07,0
cropped268_3_mask,21399,1554.118974,0.111335796,0.914538561,0.544627833,0.510082952,0.181815814,0.558708142,11.22015047,911,337,252,3253,8559,3776,2020,63,8,0,268,949,1003,0.06,0
cropped268_4_mask,23443,1620.729148,0.112150746,0.927283741,0.328490756,0.56932268,0.168612501,0.412229184,12.76325556,945,103,141,5730,8958,2988,1684,1,4,0,188,1147,1554,0.06,0
cropped268_5_mask,25637,1669.474314,0.115589287,0.910899693,0.704720546,0.534839571,0.154090173,0.355212836,20.78636346,977,780,1098,10565,7042,1786,1210,0,3,0,155,581,1440,0.03,0
cropped269_0_mask,21167,1553.030663,0.110283137,0.872128721,0.60273785,0.460793278,0.267025178,0.487655915,19.23012236,912,713,583,3809,4905,2188,2457,23,6,409,453,2667,2042,0.17,0.17
cropped269_1_mask,14571,1501.675324,0.081198337,0.856786296,0.655547189,0.374913161,0.231258637,0.642639476,22.92800769,768,463,72,518,2156,2369,2417,133,153,447,648,2268,2159,0.25,0.34
cropped269_2_mask,11480,1440.295598,0.06954221,0.868603094,0.833346791,0.292372342,0.218033391,0.713797503,28.10313589,651,202,44,395,1530,1319,1673,456,76,455,841,2137,1701,0.35,0.4
cropped269_3_mask,18581,1710.569768,0.079798984,0.879929453,0.58542015,0.428934186,0.329201102,0.574830931,31.99187342,904,258,159,2783,4707,1913,2242,230,226,331,761,2025,2042,0.19,0.23
cropped269_4_mask,17644,1462.396103,0.103675675,0.897691191,0.511117091,0.407765195,0.327814838,0.513699338,24.61352301,787,419,594,2910,4633,2470,2091,123,279,20,616,1492,1210,0.14,0.14
cropped269_5_mask,14997,1599.190042,0.073690941,0.854834707,0.484535174,0.338486887,0.266596525,0.4908373,29.31046209,699,291,60,444,3406,3387,2456,165,57,160,334,1856,1682,0.17,0.21
cropped26_0_mask,30863,1298.052957,0.230177665,0.902938438,0.837115735,0.733244637,0.196304245,0.193344745,9.944464245,982,3456,764,9746,12792,318,286,0,1,0,10,200,2308,0.01,0
cropped26_1_mask,32560,1039.418398,0.378715832,0.899162316,0.820126685,0.825160293,0.192115074,0.376724888,10.22509214,925,9223,1734,13248,5272,96,85,0,0,0,1,149,1827,0,0.01
cropped26_2_mask,33832,1263.910822,0.266136641,0.928267527,0.853936421,0.799206274,0.131793307,0.300565323,4.944460865,981,8043,1056,13561,6483,206,221,0,0,0,79,418,2784,0.01,0.02
cropped26_3_mask,39087,1320.195093,0.281816213,0.903481789,0.657713384,0.795518378,0.185320447,0.449108543,12.0046307,1073,8502,2609,18603,4621,557,385,0,5,0,119,323,2290,0.01,0
cropped26_4_mask,37126,1249.910822,0.298627617,0.945874987,0.845530455,0.814863589,0.130307158,0.478306955,6.787803696,1083,5120,778,16406,8630,353,362,0,1,0,70,336,3987,0.01,0.01
cropped26_5_mask,37111,1050.229581,0.42280881,0.927957579,0.804272878,0.834123755,0.154030675,0.374397176,12.86629301,999,2601,565,11265,16277,1009,414,0,55,0,255,502,3169,0.02,0.02
cropped270_0_mask,25032,1636.101731,0.1175127,0.927045975,0.752474204,0.589210056,0.131272965,0.171459612,11.90939597,1043,1471,1184,10215,5810,560,817,3,136,238,353,941,2261,0.07,0.07
cropped270_1_mask,26491,1399.207286,0.170037261,0.842484797,0.667994621,0.71890689,0.311321646,0.722226096,13.58952097,944,1576,942,10139,6717,610,1219,6,0,8,151,1147,3032,0.05,0.03
cropped270_2_mask,23807,1612.687517,0.115030786,0.90918577,0.768462342,0.55211039,0.147613818,0.50757563,15.12160289,936,858,890,6554,6468,887,1404,18,685,151,274,1404,3278,0.11,0.14
cropped270_3_mask,25092,1560.562625,0.129474052,0.882723549,0.646770271,0.542553191,0.192068892,0.463502277,28.658696,976,97,114,2358,9402,3296,2228,1,308,311,567,2269,3165,0.14,0.16
cropped270_4_mask,20897,1305.02352,0.154190327,0.924374771,0.582666982,0.597125386,0.156754421,0.369524738,12.54457578,871,10,0,15,125,1397,4340,1808,2840,2488,2962,3495,533,0.65,0.61
cropped270_5_mask,26738,1768.587012,0.107420191,0.873663335,0.787244589,0.623292461,0.225952648,0.517331586,18.06511332,1030,287,461,5840,8872,1534,1533,1,1083,1240,785,2009,2063,0.19,0.23
cropped271_0_mask,24924,1267.1829,0.195051367,0.894783585,0.4878921,0.651539708,0.214144584,0.568654537,10.72416145,907,90,26,3436,10575,3522,2995,0,1,0,99,832,2441,0.04,0
cropped271_1_mask,30756,1442.21948,0.185813388,0.920729835,0.556734567,0.682571739,0.162833819,0.502857288,9.835479256,946,1704,271,9261,11744,1159,691,0,24,0,197,735,4024,0.03,0.01
cropped271_2_mask,28793,1585.072293,0.144011983,0.922752248,0.580508594,0.667849605,0.221060512,0.669826346,8.927482374,951,343,72,4322,13062,3195,2414,0,29,0,192,844,3368,0.04,0
cropped271_3_mask,31653,1381.893578,0.208293417,0.923253323,0.838397447,0.721189337,0.140635697,0.516439512,8.740909235,973,622,132,7270,15176,1922,1310,0,121,0,276,687,3162,0.03,0.01
cropped271_4_mask,29591,1430.278354,0.181772581,0.903130569,0.673327877,0.702007022,0.223625675,0.542864437,13.03237471,970,388,18,3305,13335,3505,2246,0,0,0,177,1441,4206,0.05,0.02
cropped271_5_mask,30549,1373.248917,0.203567448,0.908737018,0.643385579,0.661921477,0.20404645,0.671835578,9.938164915,964,416,130,6849,13406,2555,1675,2,40,0,272,956,3284,0.04,0.01
cropped272_0_mask,18238,1544.160605,0.096117427,0.875357037,0.498893569,0.463187302,0.248816186,0.615671568,17.50328983,815,302,240,5289,6305,931,1170,10,0,0,247,1088,1841,0.07,0.02
cropped272_1_mask,23008,1768.209378,0.092474364,0.88295806,0.517854028,0.455387539,0.228311614,0.634693281,14.52034075,988,652,297,5571,8209,3557,1823,26,0,0,105,696,1084,0.04,0
cropped272_2_mask,19980,1448.077344,0.119735196,0.905075079,0.734370855,0.523310634,0.173222952,0.639172472,20.11791792,917,149,2,1731,5898,2109,3014,1187,83,1,853,2429,1607,0.23,0.1
cropped272_3_mask,22207,1770.084487,0.089065962,0.876422001,0.724975245,0.482236699,0.212889873,0.564406055,15.56914486,782,324,520,7930,7687,1953,1228,0,0,0,63,507,1213,0.03,0.01
cropped272_4_mask,21920,1782.184992,0.086725108,0.88825814,0.551533169,0.446754306,0.200721046,0.564875395,15.03083942,820,339,162,4718,8906,2667,1747,73,62,0,296,1025,1105,0.07,0.04
cropped272_5_mask,20364,1745.089537,0.084030611,0.9181353,0.528082463,0.452593679,0.161685012,0.347623754,20.6199175,793,248,465,4687,7276,3057,1720,27,39,0,392,888,772,0.07,0.03
cropped273_0_mask,26198,1644.118974,0.121789969,0.931975086,0.752252895,0.596059337,0.152202216,0.214524837,17.49480876,989,891,1322,12004,7694,478,597,0,0,18,216,452,1537,0.03,0.02
cropped273_1_mask,28835,1662.587012,0.131087431,0.91848005,0.425270594,0.620441097,0.174599827,0.618866494,20.77600139,1119,2550,1657,13406,6491,396,513,0,0,0,63,513,2127,0.02,0.01
cropped273_2_mask,28479,1639.65808,0.133115311,0.924106467,0.648279935,0.62132385,0.205304566,0.544411855,10.93310861,1015,1463,1400,12395,6018,1144,1095,1,240,4,488,787,2429,0.05,0.03
cropped273_3_mask,26923,1657.45707,0.123154061,0.938968523,0.598783866,0.607441,0.119706313,0.429984785,19.14808899,1042,1231,880,12404,8117,592,361,0,16,6,84,350,1840,0.02,0
cropped273_4_mask,26912,1661.030663,0.122574615,0.927855738,0.857948032,0.629726694,0.149509866,0.181278513,9.664833532,1135,1261,1424,12003,6198,661,836,0,26,8,295,1138,1927,0.05,0.05
cropped273_5_mask,30327,1638.327127,0.141983563,0.952261881,0.478089499,0.632431756,0.086134408,0.275812611,16.43538761,1118,1136,1854,15807,6124,630,789,0,66,12,373,589,1829,0.03,0.01
cropped274_0_mask,22297,1610.486507,0.108029438,0.914891387,0.529983274,0.514194129,0.238029776,0.654492311,15.08723147,854,516,1297,8406,5450,2092,1206,0,2,0,72,731,1671,0.04,0
cropped274_1_mask,25399,1707.640836,0.109454449,0.907396514,0.569308486,0.512758913,0.154702269,0.541771366,13.24461593,968,609,1299,9524,6949,1907,1564,12,28,0,201,675,1663,0.04,0
cropped274_2_mask,21177,1603.415439,0.103509969,0.907461387,0.469452139,0.51444188,0.175783014,0.549559072,15.72125419,911,174,192,7255,6523,2582,1355,0,5,0,169,704,1307,0.04,0
cropped274_3_mask,22548,1623.155554,0.107546828,0.881658226,0.624630348,0.491092042,0.242252623,0.734420842,16.82880965,867,650,710,10435,5561,1154,916,0,3,0,85,604,1563,0.03,0
cropped274_4_mask,20614,1572.989032,0.104693748,0.922971397,0.570685997,0.460092849,0.123437983,0.348453123,13.31987969,881,1349,924,6675,5492,1805,775,0,1,0,63,639,2010,0.03,0
cropped274_5_mask,21341,1486.136218,0.121424799,0.890364864,0.585666532,0.483889985,0.207091664,0.602887628,18.77554941,791,1068,1602,9045,4962,1515,729,0,0,0,72,420,1137,0.02,0
cropped275_0_mask,26194,1729.557575,0.110037734,0.920694579,0.680485844,0.552010453,0.16122099,0.371946438,14.20554325,1100,566,483,10348,8086,1311,1181,0,4,0,83,652,2380,0.03,0.02
cropped275_1_mask,26734,1724.126117,0.113014911,0.898994183,0.411654275,0.575432101,0.17897407,0.528196225,17.1947333,1031,486,840,12399,8244,774,704,0,0,0,19,466,1771,0.02,0
cropped275_2_mask,26423,1992.978931,0.083596207,0.917974287,0.733382322,0.576845828,0.165283967,0.332517199,19.89270711,1064,288,397,9709,9093,1592,1410,0,13,0,129,1080,1648,0.05,0.03
cropped275_3_mask,25643,1707.113924,0.11057417,0.93733276,0.692745862,0.55218674,0.128999679,0.519024359,14.36840463,1134,663,1358,8784,8904,1729,1142,0,0,0,31,409,1489,0.02,0
cropped275_4_mask,27176,1556.143361,0.141025026,0.907399049,0.469762954,0.60129215,0.234579555,0.700386292,15.35604946,970,277,75,5518,12267,2963,2240,3,7,0,88,608,2160,0.03,0
cropped275_5_mask,25647,1710.930158,0.110098619,0.929791773,0.541876428,0.558782518,0.167516059,0.47573171,15.47549421,961,624,1567,12528,6470,686,823,0,1,0,64,372,1551,0.02,0
cropped276_0_mask,25461,1522.403246,0.138046665,0.908738064,0.706442267,0.615967098,0.21415335,0.546185783,30.97066101,1155,2059,2289,11073,5568,700,438,0,0,21,80,361,1717,0.02,0.01
cropped276_1_mask,24439,1640.427632,0.114124567,0.926275465,0.435234497,0.541764575,0.147821515,0.581383594,9.824460903,879,448,320,6377,11698,1536,944,0,15,0,242,605,1375,0.04,0
cropped276_2_mask,23075,1598.947402,0.113418322,0.935035121,0.566577774,0.523622583,0.126633215,0.318602015,11.99029252,894,255,353,8069,9869,1338,651,0,0,0,18,323,1305,0.01,0
cropped276_3_mask,28293,1691.055049,0.124329267,0.909374289,0.524412706,0.55480822,0.171751074,0.634259628,12.80896335,1045,702,754,7000,12699,2389,1098,0,0,0,104,568,1934,0.02,0
cropped276_4_mask,25034,1695.231673,0.109466692,0.93756908,0.363551261,0.564426307,0.11912812,0.32657026,18.52524567,961,1457,1191,11425,7081,395,384,0,4,0,44,416,1676,0.02,0.01
cropped276_5_mask,22641,1599.935208,0.11114775,0.917686403,0.503711096,0.527000605,0.148761369,0.388087961,15.27070359,872,1154,1836,10581,5670,595,445,0,3,0,90,290,1105,0.02,0
cropped277_0_mask,24181,1671.197185,0.108799959,0.9246547,0.769393876,0.534056275,0.148433231,0.40225922,12.28340433,968,275,120,2228,10197,6065,1378,1,7,2,184,851,1905,0.04,0
cropped277_1_mask,23083,1721.69971,0.097855965,0.927400849,0.627485011,0.520955111,0.137550517,0.50891006,16.65294806,981,189,144,2672,9031,5288,1516,0,9,16,279,1202,1756,0.07,0.04
cropped277_2_mask,25604,1689.599205,0.112706844,0.932619574,0.837813577,0.588354244,0.146198541,0.471136381,17.742384,1069,651,199,5264,10760,2509,1175,0,14,0,208,1012,2743,0.05,0.04
cropped277_3_mask,26173,1727.29769,0.110237406,0.925063979,0.604559062,0.56076188,0.162941081,0.512629962,14.49799412,1059,653,861,7477,10968,1175,971,0,0,6,158,1007,1838,0.04,0.03
cropped277_4_mask,29112,1565.85909,0.149202655,0.886889965,0.734652737,0.587160404,0.184125163,0.435128144,20.84504672,1031,520,467,5010,12113,2772,3017,25,351,33,410,1463,1861,0.08,0.06
cropped277_5_mask,25304,1752.285497,0.103559349,0.936053507,0.844428883,0.573007246,0.117495918,0.149578214,17.37152229,1104,209,326,6080,12069,1877,906,0,59,1,249,671,1753,0.04,0.01
cropped278_0_mask,26977,1875.13831,0.09641329,0.912528965,0.669582107,0.542938797,0.133867425,0.36730031,16.24509768,1033,170,394,5472,12174,4021,1849,5,1,0,148,734,976,0.03,0
cropped278_1_mask,26241,1826.351514,0.098860205,0.927156299,0.648887405,0.562954541,0.127621577,0.386605472,12.20822377,999,199,217,5505,9733,4858,2234,20,11,0,249,1025,1191,0.05,0
cropped278_2_mask,25279,1656.344371,0.115789314,0.901753747,0.434534907,0.578321246,0.169422209,0.470008354,17.65196408,927,444,450,4902,10386,3437,1995,38,50,0,341,1055,1254,0.06,0
cropped278_3_mask,25539,1722.101731,0.108217163,0.934173625,0.842455784,0.600974209,0.133884256,0.456159409,15.10008223,1022,147,862,7682,9957,2975,1292,13,3,0,152,569,865,0.03,0
cropped278_4_mask,24427,1427.366666,0.150663793,0.900333474,0.708339458,0.536208978,0.172354336,0.523985105,14.98444344,882,217,361,6537,10169,2855,1687,1,0,0,57,791,870,0.03,0
cropped278_5_mask,24944,1827.439826,0.093861997,0.877282639,0.647718239,0.564152437,0.270203515,0.654673564,19.92563342,1082,546,961,9433,7007,1186,1858,41,0,0,144,1124,1562,0.05,0
cropped279_0_mask,24458,1662.871283,0.111151042,0.903971653,0.530693871,0.545304557,0.21258242,0.672387494,11.83432824,878,403,214,6952,10127,2111,1315,4,4,0,202,873,1375,0.04,0
cropped279_1_mask,24960,1595.616449,0.123196235,0.890886618,0.353250539,0.543613198,0.235262489,0.481648868,15.30144231,949,878,1311,8790,7725,1564,1325,0,5,0,206,941,1266,0.05,0
cropped279_2_mask,24058,1435.550432,0.146700798,0.907419615,0.629661036,0.581181302,0.185710123,0.505085082,14.86424474,936,156,390,7956,9293,1602,1696,41,1,0,84,859,1044,0.04,0
cropped279_3_mask,25522,1546.46212,0.134105316,0.912239599,0.597270092,0.574392906,0.186370715,0.47574136,17.85224512,1032,393,551,10006,8894,1335,1063,0,1,0,84,736,1427,0.03,0
cropped279_4_mask,28749,1677.4987,0.128383208,0.911741973,0.60889331,0.594147188,0.19559141,0.669360556,12.60579498,1012,372,635,11959,8486,2119,1298,0,44,0,301,899,1624,0.04,0
cropped279_5_mask,24541,1593.85909,0.121395412,0.923553543,0.556827385,0.582036809,0.143075863,0.326342699,12.37117477,1028,170,183,4721,11509,2084,1529,2,12,0,290,1523,1490,0.07,0
cropped27_0_mask,36325,1155.442784,0.341915349,0.927684446,0.838000076,0.837888958,0.14550383,0.460999755,10.75361321,1192,11401,7393,10814,2308,315,436,0,2,0,117,346,2001,0.01,0.02
cropped27_1_mask,39978,1198.371716,0.349822571,0.925035424,0.833354065,0.833621786,0.150060617,0.412539631,15.33565961,1094,11771,6166,14011,2716,408,613,0,0,0,4,897,2298,0.02,0.03
cropped27_2_mask,34702,1154.271211,0.327301987,0.927467296,0.870895334,0.798940946,0.139702435,0.208570083,14.52654026,1063,8674,4439,14872,1982,135,315,0,53,1,252,563,2353,0.03,0.02
cropped27_3_mask,39741,1175.969696,0.361124035,0.916419506,0.867137006,0.860623254,0.184041367,0.337971535,11.84157419,1119,9928,4031,16592,3499,337,450,0,0,0,44,982,2759,0.03,0.04
cropped27_4_mask,37579,1168.271211,0.345993335,0.934200614,0.852350212,0.844851619,0.154619598,0.498217985,9.999441177,1018,8050,1868,18317,2778,309,455,0,13,0,237,1186,3348,0.04,0.06
cropped27_5_mask,30482,1118.472222,0.306198401,0.921075718,0.803667913,0.782452448,0.153498182,0.405115438,8.836723312,891,262,64,5312,12847,2626,2439,3,0,106,512,2385,3035,0.1,0.11
cropped280_0_mask,24558,1607.65808,0.119403067,0.933841484,0.617196568,0.56751323,0.132009201,0.35294234,14.70807883,1062,193,277,8556,10439,1130,802,0,0,0,40,573,1486,0.02,0
